reviewId,userName,content,score,at,thumbsUpCount,predicted_sentiment
5496a616-03fa-45f2-8d6d-af79e446afff,Raihanalmzr _,Bagus,5,2025-02-23 16:35:25,0,1
a54a9b1e-02bd-44d7-b773-62f83b452545,Renza Salwa C,"saya sudah punya rekening BSI, berkali kali selalu gagal registrasi byond, padahal data sudah benar, kenapa ya",2,2025-02-23 16:24:39,0,0
8adcfd1c-9531-403a-8cb0-f09b34f258b8,eka widyaningsih,"Lelet baget apknya, masih bgus pakek yg sebelumnya Pakek apk ini kadang mau transaksi aja KRNA lelet jdi males Asik memuat2 aja, terakhir di suruh ulang lagi🥲",1,2025-02-23 15:58:27,0,0
24d97370-0313-41f4-8236-e80123337db5,Serli,Bagus idaman apk paling mudah di gunakan,5,2025-02-23 15:41:10,0,1
bc119275-1b2c-424b-b5c5-fc3ba5bd0a51,Andri Apriansyah,apaan ni aplikasi masak ada uang masuk gak ada notifikasi..enak pakai bsi banking biasa,1,2025-02-23 15:35:20,0,0
1de7663b-2164-4f73-a58b-4d5b1615af37,Muhammad Alfatih,Terimakasih BSI ...menurut saya aplikasi BYOND by BSI....lebih bagus sangat fast respon dan lebih detil .lengkap juga lebih nyaman dan mudah digunakan,5,2025-02-23 15:24:41,0,1
c66e0ca8-9447-4530-af3f-250d81900b9b,Reva Putri Aulia,"Ini aku udh lebih seminggu aplikasi byond nya, mobile BSI nya, kenapa kok kalo mau log-in atau aktivasi selalu ada muncul 'GENERAL SERVER ERROR'????????? Mau nyangka hpku rusak, pas di coba di hp lain sama aja. Knp y ini?",2,2025-02-23 15:03:04,0,0
d61446f1-2fdc-4460-bcd9-259158c1eed0,Test,"Aplikasi baru ini makin banyak fitur² menarik nya mudah dan ga lelet, ayo tunggu apa lagi silahkan install dan nikmati fitur menarik nya",5,2025-02-23 14:48:05,0,1
c78cbe7a-541a-40ba-9489-997c3efe8cc3,Sibyani 02,Padal baru buat lha kok katanya data ada yg salah,1,2025-02-23 13:46:43,0,0
950544f1-a184-4ffc-b545-c83c440507bd,L Hakim II,"Aplikasi payah, masa aplikasinya gak bisa screenshot tampilan beranda atau bukti transfer sama sekali... Padahal aplikasi m-banking bank sebelah bisa screenshot. Merepotkan kalo mau kirim bukti transfer harus download dulu.",1,2025-02-23 13:44:44,0,0
b17d50c6-46dd-4747-983f-776abbf89fbd,Lia Mira Kuswati,"Untuk pembayaran memakai Qriz agak susah setelah beralih byond by bsi, minta tolong diperbaiki yaa, jadi susah kalau mau bayar memakai Qriz. Terima kasih",4,2025-02-23 13:33:34,0,0
8d98dc6b-8513-4be5-af51-e6bd4ee81e0b,21_153_Ida Nur Hidayah,"mantapp, aplikasinya makin bagus tampilannya lebih keren, transaksi cepat itu sih yang penting",5,2025-02-23 13:06:59,0,1
9385c4eb-ecfe-49b3-a354-5259d62ce010,Yuni Sassy,"Aplikasi yang sangat bagus,, yookk download sekarang juga",5,2025-02-23 12:58:39,0,1
d2323eb4-3a18-40d5-9107-87663829cd45,Yeni Mutoharoh,bagus cepat,5,2025-02-23 12:56:53,0,1
0afeb3ee-993e-4d43-b64f-5d4ea1ad813e,bang doll,Gak bisa screen saldo.... Ribet amat dah,2,2025-02-23 12:32:43,0,0
5bd49d3e-0f8f-4ecf-8963-76273ee57d7b,Sri Indriyani,Buka rekeningnya cepat mudah sekali tampilnya juga berwarna 5 menit lngsng jadi,5,2025-02-23 12:03:03,0,1
96663d69-cb26-49c3-ae2d-20626ff16077,Desfri Dendy,Jelek mau aktivasi gagal mulu,1,2025-02-23 11:52:13,0,0
351be002-2553-4ea2-b50e-3501fe40a890,children's children's imagination play,"buka rekeningnya cepat, mudah,fiturnya juga mudah di pahami dan tampilan nya bagus",5,2025-02-23 11:49:23,0,1
e2599b68-aae5-4d21-bcad-a3f810662a48,sony fakhrudin,Kok tidak bisa kirim ke dana ya???,5,2025-02-23 11:43:41,0,0
f44e6c82-7364-4b4d-94d1-9fd090553cdc,Jaidin syah,"Tuk sementara saya kasih nilai 2 krn klw melakukan transaksi lamanya bukan main, bikin hati jengkel, tdk seperti BSI Mobile yg lama sekali tekan langsung sat...set.selesai.",2,2025-02-23 11:01:32,0,0
b144bea4-c9cd-4dcb-9f26-98d48fd7e978,Ecer Kompos,"Apk t0lol selalu dalam pemeliharaan ketika di buka,",1,2025-02-23 10:22:55,0,0
feea2d28-7291-42f6-8721-c964d7fba8ea,Tika,"Aplikasi nya keren sih, fiturnya juga bagus banget sangat recommended",5,2025-02-23 10:12:06,0,1
e15532dd-5e25-437a-abcb-8437aa3aeff0,Karyasa Karyasa,"Aplikasi buruk, bikin capek verifikasi wajah, Sampai pegel tangan megangin HP, sudah ratusan kali verifikasi wajah tapi diulang ulang terus, gada selesai nya",1,2025-02-23 09:57:44,0,0
db0032b5-69b4-4e49-9d93-3bc5f09f3a26,Lyra lyra,"tolong apknya diperbaiki lagi sering eror, mau transaksi pun sering gagal terus,menurut saya lebih bagusan apk BSI🙏🙏",1,2025-02-23 09:54:21,0,0
c7961759-7af7-434d-9402-df091747fc57,Jannah Raudatul,mohon di perbaiki lagi.soalnya nominal penarikan yang kita mau gk ada kayak nominal 50 gak ada di sana yg ada hanya 100 200 dan lain lain,3,2025-02-23 09:38:17,0,0
69058621-afc9-46f5-8cd5-18c18b7499ce,Rita Wati,Aplikasi ini susah banget login nya,4,2025-02-23 08:57:58,0,0
7022a03d-d4fb-4dd6-8727-48378a28b9eb,Syahila Syahila,Baru daftar tapi gak bisa masuk lg knpa ini,3,2025-02-23 08:42:31,0,0
a608e3cd-317e-4cfa-a676-4342add7d7b0,Iwan Tm18,"Tidak bisa login dan selalu keluar sendiri dari aplikasi nya, kata nya lebih bagus dan lebih nyaman di banding bsi mobile bukti nya lebih buruk dan sangat jelek dibanding bsi mobile, BYOND by BSI lebih buruk dan sangat tidak recomend untuk buat tabungan ini",1,2025-02-23 08:16:08,0,0
6178cf1d-746c-4490-a3d7-74962901b92e,septriasari weni,"Selamat pagi mbak, saya mau menginformasikan bahwa saya mengalami kendala pada beyond bsi saya mengalami close over lapping saat login Mohon bantuannya",2,2025-02-23 08:14:59,0,0
54257e55-acef-4445-957e-8229d0c52380,Uswatun Khasanah,"aplikasi BYOND by BSI keren banget! aplikasi dengan tampilan modern, mudah, dan cepat.",5,2025-02-23 07:47:46,0,1
cbd1da7d-4614-4d35-b329-9474e7e1f9a0,Canva formifola,Kagak bener nih aplikasi close operlaping pop ups mulu kagak bisa masuk,1,2025-02-23 07:26:59,0,0
7aae94d5-b032-48ba-a6f7-980f3d79e68b,ranyy,Warnanya keren terus transaksinya juga cepet bangetp,5,2025-02-23 07:01:01,0,1
d9b1c3e5-4432-4e6d-b0a0-857a9d0e83ca,Wulan Wulan,"kenapa sih BSI ini, saya udah di transfer tapi ga ada yang masuk ke rekening saya",1,2025-02-23 06:51:19,0,0
db18639f-ecc1-48ed-9e8c-58ec1537007a,Ale Hidayat,"Ini ko masukny kembali"" terus sih",1,2025-02-23 06:25:43,0,0
17a5b7ab-18a4-4b38-ab13-bf1b0865aa68,Rifki Okta,"Gak nyangka buka rekening dan transaksi di Byond cepat sekali, tampilannya juga keren. Gak salah pilih Byond",5,2025-02-23 05:59:15,0,1
53b3d44a-a21b-455b-b7cd-2a5e21fc48d9,Winda angraini,Baru aja di download sudah nggak bisa di pake. BSI tolong diperhatikan kalo maksa orang utk migrasi pastikan maintenancenya sudah siap. Jadi Il feel dan ingin pindah bank yang lebih membantu dalam mobile banking nya.😡😡😡,1,2025-02-23 05:54:22,0,0
47302697-8bf8-45ac-8230-46f981cf5644,Maulaya Ashimah,"Aplikasi yang nyaman banget digunakan, memudahkan sekali",5,2025-02-23 05:53:15,0,1
40fbddd7-102a-40f7-b927-8e8c1dbf0266,B,"Bagus, Bermanfaat, Saya sangat senang.",5,2025-02-23 05:35:02,0,1
8850d923-be18-40ac-bc41-874f610d3130,AKHI “suraj” Khalid,Best,5,2025-02-23 04:58:44,0,1
499343b0-564e-42f7-a2db-3ced74554c0e,Rifky Ardian,Isi shoppepay gagal.saldo tidak kembali Udah 5 hari lapor ke bank langsung tidak ada kemajuan. Buka aplikasi lemot.,1,2025-02-23 03:32:20,0,0
6e741ff8-2cc6-45b8-9fa9-4babab7403a0,Bagas Mahendra,"Tolong dong team BSI arahannya, saat ini saya pindah device yang awalnya di device pertama saya menggunakan BSI mobile namun saat pindah device saya sudah tidak bisa lagi menggunakan BSI Mobile dan harus BYOND, sedangkan BYOND harus mematikan setting developer mode. Padahal Bank lain aplikasinya aman aja dengan developer mode. Tolong lah di update lagi untuk autorisasinya terkait user yang menggunakan developer mode. saya telpon CS yang menjawab tidak bisa memberikan jawaban dan solusi.",1,2025-02-23 03:12:56,0,0
ea2fc7e2-c2e6-496f-89bc-fee3e4c84296,Danar Hariyanto,sangat membantu,5,2025-02-23 01:35:01,0,1
528f5a26-f4b3-4ec8-91f6-4f9c539eb315,ade resviana,"Tampilan lebih keren, transaksi lebih cepat, dan warna tampilannya lebih menarik~~~",5,2025-02-23 00:27:31,0,1
c154a853-5d64-4366-bf59-59b43160d725,Qurrotul Aini,Fiturnya lengkap dan mudah dipahami,5,2025-02-23 00:26:55,0,1
eac6c191-583c-47cf-b9f6-71dd5f9f74a8,AVINNAS SEPTIAN,apk nya rekomend banget buat di gunakan,5,2025-02-23 00:25:54,0,1
8dae615d-911f-4ea3-be57-05a0031f1480,Dicky Agusp,"Aplikasi ini menghadirkan pengalaman perbankan yang lebih keren! Dengan tampilan yang lebih keren dan warna yang keren, menjadikannya nyaman dan modern saat digunakan. Proses buka rekeningnya cepat, tanpa ribet dan langsung bisa digunakan. Registrasinya pakai kartu, jadi lebih aman & hanya untuk yang sudah punya rekening, sehingga lebih eksklusif dan terhindar dari penyalahgunaan. Selain itu, transaksi cepat tanpa hambatan, membuat segala kebutuhan finansial jadi lebih praktis.",5,2025-02-23 00:03:56,0,1
d2225fcc-c8b6-4d70-b632-1415721d1f97,Salimah 96,"Buka rekening di Byond by bsi gak ribet, buka rekeningnnya lebih cepat, terus tampilannya juga keren, karna registrasinnya pakai kartu jadi lebih aman, dan hanya untuk yang punya rekening, selain tampilannya keren ,warnannya juga keren, lebih keren lagi karna transaksinnya cepat banget",5,2025-02-22 23:47:46,0,1
13833d88-818f-4cdb-b041-01887796f50b,Indah Permata Lestari,"Cepat, simpel dan sangat mudah untuk berbagai transaksi",5,2025-02-22 23:15:24,0,1
97260f84-c88e-446c-82cf-d17419bcd8ab,meryuli yuli,Bagus sekali,5,2025-02-22 23:07:20,0,1
99e0b5d9-b444-4d63-8124-fff38c25bce7,YARNI YANTI ZAI98,Wah bank syariah tampilannya keren dan modern dan transaksinya juga cepat,5,2025-02-22 22:59:43,0,1
27d80407-acab-4111-9104-cafd125c0682,Ram 3,Keseringan ganguan ni apk byond lemot,3,2025-02-22 22:44:47,0,0
2a16efff-b3f6-4fd2-98ec-8d99f762f0d4,Fasihul Lisan,"Aplikasi nya simple ,mudah digunakan",5,2025-02-22 22:40:38,0,1
64df9cc4-0c4c-413a-9904-a8986ffc4f67,Dendi Pratama,"Hewan, aplikasi kau bermasalah terus dongo baru di pakai gak sampai 5 menit ada perbaikan sistem hadee dongoo nya kebanyakan makan kangkung lagi perlu banget malah gak bisa kepake mending bsi mobile",1,2025-02-22 22:27:29,0,0
e83a5ba7-0556-4ea0-b23f-981a1036fbf8,febri juhamsyah,"aplikasi bank terburuk, bintang lima? kalo perlu minus bintangnya, versi bsi ataupun byond sama aja nauzubillahnya,",1,2025-02-22 22:03:06,0,0
e2ea54ad-a9a3-43c9-b763-53702c0c31fe,Yogi Ferdiansyah,Aplikasi yang bagus. Membantu sekali dalam hal transaksi yang super cepat.,5,2025-02-22 21:54:33,0,1
bc6be92e-1925-4f30-b20a-188616823ac3,Haeruman Man,Aplikasi bagus login cepat bos ku,5,2025-02-22 20:55:40,0,1
9d06b3e2-90b3-486a-9888-d72492c8d65d,The Santri 22,Masih bagus BSI Mobile fitur azanya bisa tp klo ini g ada notif sama sekali padahal sudah diatur,3,2025-02-22 20:27:01,0,1
0d6ddc86-a1d2-4847-9f00-9d6ea180844c,Rian Manurung,Banyak gangguan dari pada BSI lama,1,2025-02-22 20:26:15,0,0
1513e183-373d-4571-8039-aba2d65d91bc,Ikhaila Lsw,"Saya udah satu bulan mau login ,gak bisa bisa",1,2025-02-22 20:15:02,0,0
6db7412f-e60b-48ee-a4b8-4fad3da56f64,Muhammad Israk Ridha,Aplikasi cacat lelet gak jelas.dan waktu saya mau topup Shopeepay di persulit padahal saya udah memasukan no virtual account nya yang benar udah cek 100x masih di bilang salah.buat apk gini habis angaran negara saja fitur cacat dan lelet GK bisa beli hosting bagus apa?,1,2025-02-22 20:13:41,0,0
4df2e0ad-d98c-4c7b-a7d4-80ed4eac3301,Dody Hariyadinata,"tolong dong, dimenu awal itu ada emoney & qris jangan ditampilkan nominal saldo qt (rekening sumber), disembunyikan saja. ndk nyaman dilihat saat akan bertransaksi di market. trims. jika sdh bisa, akan ditambahkan bintang",4,2025-02-22 20:12:10,0,0
06acda8f-03d0-4f1c-b5f5-63783b57b4d7,Herman syah,"Susah sekali di pakai, sebaikbya jangan dipublikasikan, menhhanggu kenyamanan kami",5,2025-02-22 20:10:06,0,0
651c3239-2dbd-4a56-b731-4ea34051f94b,Naufal Azizi,"Ribet, banyak error",1,2025-02-22 20:09:08,0,0
51463c4e-351e-4ac6-9b62-208a901eb7dd,Ju Napitupulu,Aplikasi gagal banyak bug tidak bisa di pake hapus aja apk nya,1,2025-02-22 20:04:45,0,0
f1c00480-ac8d-402e-b15a-81d1414845df,Angraini Ayu Wulandari,Memudahkan dalam bertransaksi,5,2025-02-22 19:57:41,0,1
5aefa662-ad89-4110-ad6f-baf87f313a21,Mila Rochmaniyah,"Tampilan lebih keren dan lengkap, bisa melakukan banyak transaksi dengan 1 aplikasi, jadi ga ribet",5,2025-02-22 19:49:36,0,1
c7d81c33-1c04-416d-817d-0cd1d35b1269,Putriyana,Wah tampilan nya keren banget aku juga jadi lebih cepet buka rekening dengan apk ini tampilan nya bagus dan super super bagus fitur nya,5,2025-02-22 19:38:51,0,1
278248e2-9f40-4363-8eec-5e6cb3640083,Iip Suparman,goodjob,5,2025-02-22 19:37:47,0,0
1ba3b661-00c7-47c6-b755-d1632dcea610,Fadly Adikusuma,Sangat berguna,5,2025-02-22 19:07:49,0,1
af45bf57-51ff-4fcd-aa9c-484bdd428e2d,bagus fachrizal,Mantul dan keren ini dia,5,2025-02-22 18:55:40,0,1
778161bb-c06f-4879-b873-d303a1fe75a0,Karebet Jaka Tingkir,"Notifikasi terlalu banyak, tidak dapat dihapus. Membuat semak dan kurang nyaman",3,2025-02-22 18:34:00,0,0
2514ed2c-74be-4983-ad6c-8ade0459d716,Yu Baedah,"Aplikasinya keren mudah bgt diakses, dan g ribet daftarnya",5,2025-02-22 18:22:53,0,1
3b4c437d-c0fd-4e13-9b42-b77b25d5063d,Ainun Sakinah,"Aplikasi mantap, login cepat, Tidak perlu menunggu lama",5,2025-02-22 18:16:35,0,1
3d161d11-5606-4b16-8f1f-12d52b83bd0b,pablo cat,"Sering error, lagi perlu2nya ngirim uang malah apk nya error mulu. Tolong diperbaiki lagi ya ini sangat menghambat lo",1,2025-02-22 17:50:54,0,0
293968dd-ffaf-4a14-b0a9-fcdf08086389,Ryan sianata,"Aplikasi yang bagus, tampak cerah dan memudah kan bangetttt, senang memakainya",5,2025-02-22 17:50:38,0,1
fd9badef-3a9a-4c20-900d-d3fe9188e574,Wildan Aris Munandar,Sangat memudahkan,5,2025-02-22 17:46:48,0,1
a5a6fdfc-4a9d-432a-9738-93a1c68c1338,Sumba Asih,Bayar e-commerce jadi lebih gampang,5,2025-02-22 17:24:33,0,1
f77cfaa8-b0ed-4cce-9304-8fedf71d091e,zechttt,"Berbelanja online kini makin praktis! bisa bayar VA cuma dengan klik menu ""Beli & Bayar"", tanpa ribet memasukkan nomor virtual account secara manual. Transaksi e-commerce jadi lebih gampang, cepat, dan aman. Nikmati kemudahan pembayaran dalam sekali klik!",5,2025-02-22 17:24:00,0,1
e33dd6db-c58f-4e2d-b4ca-abc95f164e77,Sita Ama,Bayar e-commerce jadi lebih gampang.,5,2025-02-22 17:19:55,0,1
5012e85d-57eb-4c73-8d3a-33d67b3534b2,Osa,"Aplikasi bank ini benar-benar mengubah cara saya mengelola keuangan! Antarmukanya intuitif dan mudah dinavigasi, bahkan untuk seseorang yang tidak terlalu paham teknologi seperti saya. Saya sangat menghargai kemampuan untuk mengecek saldo, mentransfer uang, dan membayar tagihan hanya dengan beberapa ketukan di ponsel saya..",5,2025-02-22 17:15:55,0,1
ef4326b4-2748-4de5-9b05-2c0f4f48ac98,Sherly Mairudin,Aplikasi Sangat bagus,5,2025-02-22 17:13:37,0,1
fb51fc29-e360-4a17-9d77-a3f68c89e460,Viona Baiq,Aplikasinya bagus banget,5,2025-02-22 17:12:46,0,1
9d30785a-8aa4-4be6-9031-5b2a4b67736a,Fakasyafnailma Ilma,"super duper simple banget apk nya, memudahkan kita untuk beli kuota, pulsa, dll di online.. bisa juga ngingetin waktu sholat kita biar ga ketinggalan hihi!! bintang lima 🌟🌟🌟🌟🌟",5,2025-02-22 17:12:44,0,1
800ff651-9ec7-4620-b16c-45c052ccf2ad,Fauzan,Sejak pakai BYOND BY BSI mulai sekarang bayar e-commerce jadi lebih gampang,5,2025-02-22 17:11:51,0,1
353e528d-330f-47b4-a97b-8a9bdb88ba88,Courtney Porter,"Aplikasinya berjalan dengan baik dan dimengerti, karena bayar bisa bayar dengan VA cuma dengan satu klik saja ""Beli dan langsung Bayar"" cepat juga untuk bertransaksinya",5,2025-02-22 17:03:07,0,1
5e968562-3bec-4b1b-8871-cf500ab5e943,Fitriani,"Bayar VA cuma klik menu ""bayar dan beli"" Langkah mudah menjalani hidup menggunakan Byond by Bsi saja",5,2025-02-22 17:03:03,0,1
6e5d9118-7cae-4750-bfc0-7e60926f6bd1,Hey Giyooo,"setalah saya download aplikasi ini, ternyata beda dari aplikasi yang lain.aplikasi ini sangat mantap bagi sayaa🤩🤩🤩",5,2025-02-22 17:02:46,0,1
897eca61-fc2f-46cb-a041-f6c659a627cc,Muhammad Dilar,"Dengan BYOND by BSI, bayar e-commerce jadi lebih gampang dan aman",5,2025-02-22 17:00:32,0,1
d28d8360-5193-4e7e-becf-3b710068b287,Cali Russell,"Sangat memudahkan dalam bertransaksi dimana saja, kapan saja terutama Qris jadi gk perlu lagi repot-repot Bawak cash",5,2025-02-22 17:00:01,0,1
d259ab84-8c2f-4cc4-be12-b75f640bac00,Caca Berto,"Byond ini kenapa sih mau sampai kapan pemeliharaan terus mau transaksi susah ditambah lagi setelah update e wallet dana, malah gak ada tolong lah developer d atur seperti semula",1,2025-02-22 16:57:51,0,0
3910521b-e305-47d2-b25a-3ab718224e73,delky antonius,App ini rekomendasi si buat kalian penggunaanya sangat mudah,5,2025-02-22 16:56:29,0,1
73685bb1-d3c7-4639-be6c-aee87e4fa935,Ang Hok Tjoen Jacob,"Aplikasi ini sangat membantu dalam melakukan pembayaran virtual account dengan cepat. Cukup dengan klik menu 'Beli & Bayar', transaksi langsung berhasil tanpa ribet. Sangat cocok untuk keperluan e-commerce karena mempermudah proses pembayaran!",5,2025-02-22 16:54:46,0,1
b40ebec1-ce1e-4b20-891f-cd55d2e482f1,Dimsas,Aplikasi mantap super cepat di banding aplikasi perbankan lainnya bayar e commerce jadi lebih gampang,5,2025-02-22 16:54:37,0,1
cf98574d-4926-4745-8bba-8783f1ca8a27,itu astaga,"kerenBisa bayar VA cuma dengan klik menu Beli & Bayar dengan mudah dan cepat, Bayar e-commerce jadi lebih gampang, pelayanannya sangat bagus",5,2025-02-22 16:53:59,0,1
1eea2a90-aa05-408c-8961-f1fc34107283,Rida Gustin,"Bayar e-commerce jadi lebih mudah dengan byond bsi,login nya juga cepat dan mudah di mengerti",5,2025-02-22 16:53:29,0,1
e8ea1565-140b-4661-9d58-90979092b769,Qwaser Ret,aplikasi keren membantu banget dan mudah digunakan mantaplah,5,2025-02-22 16:53:03,0,1
20ca6a0a-9ca1-4541-a3f3-4f4c2bc495b8,Andika Pratama,"Bisa bayar va cuman dengan klik menu ""beli & bayar"" sesimpel itu",5,2025-02-22 16:53:02,0,1
de15ed89-05f8-4096-b72b-a758acbf2b0d,Rizki hirasawa,"sangat memudahkan pembayaran, jadi gampang kalo mau beli barang!",5,2025-02-22 16:52:35,0,1
276e80ed-4a4a-448d-ac5f-e5a2db8826b4,Chabiba Rahma04,Aplikasi bagus banget Gk ada iklan sama sekali Lancar juga gak banyak bug nya Praktis memudahkan dalam kegiatan sehari hari,5,2025-02-22 16:52:30,0,1
7c657a34-f7a6-4c11-b823-033867cedea5,yuuu rill11,secara keseluruhan aplikasi ini jadi lebih mudah dalam melakukan pembayaran e-commerce,5,2025-02-22 16:52:16,0,1
821c0cc5-9aec-467c-8587-83d18e821191,diva afrilia,"Pengalaman menggunakan BYOND by BSI cukup baik, terutama saat transaksi online. Fitur pembayaran e-commerce terasa lebih praktis dan cepat, tanpa perlu repot berpindah aplikasi. Integrasi dengan berbagai platform juga membantu dalam mengelola keuangan sehari-hari.",5,2025-02-22 16:52:10,0,1
b1c826ad-b40a-4fe8-85d8-1fa36da38c01,Agus Ariel Ahmad Dhani,Aplikasinya beguna untuk bayar e-commerce Jandi lebih mudah dengan aplikasi BYOND by BSI,5,2025-02-22 16:52:05,0,1
df148f65-c7c7-4c3b-8924-efe138301048,Rani Uuy,Jujur mbangking ini sangat lah top Bagus bgt,5,2025-02-22 16:51:00,0,1
227f5363-a44a-4b3f-9266-3eaa89cdc583,Nadhofa _299,Dengan adanya aplikasi ini lebih memembantu dan spesifik untuk pemula selain itu juga ada fitur yang tak kalah mempermudah yaitu bisa bayar va cuma dengan klik menu kemudian klik beli dan bayar.jadi lebih gampang,1,2025-02-22 16:50:36,0,1
55587c1f-884d-4fd3-9df3-afd87464a3e1,Deswita Nurrahma Alfatira,Bayar e-commerce jadi lebih gampang semenjak pake BYOND by BSI😍😍😍,5,2025-02-22 16:50:34,0,1
1951e9dd-b694-4f05-a479-2e62d05cdd14,Febby Hairunnisa,"aplikasinya sangat membantu sekali, buka rekeningnya cepat, transaksinya juga sangat cepat bayar e-commerce jadi gampang, dijamin aman mantap👍👍",5,2025-02-22 16:49:08,0,1
3227f3e9-333b-4d9f-af3c-24a4d533af67,Syaefudin Karmun,Mantap aplikasinya ga lelet Bayar e-commerce jadi lebih gampang,5,2025-02-22 16:46:27,0,1
e8084c65-ca2a-473c-abeb-285834ead4fd,Bonbon Ajah,"Matap banget aplikasi , Bisa bayar VA dengan klik menu ""Beli & bayar""",5,2025-02-22 16:46:10,0,1
c28f6d38-b900-4f60-b862-91252b28fec7,surnadi wiguna,Aplikasi parah,1,2025-02-22 16:44:37,0,0
9d86c2b3-60aa-4e28-9d66-a3beebf6b3d6,Reza Rahmatulloh,Bayar e-commerce jadi lebih gampang karena aplikasi nya sangat simple dan tidak ribet sama sekali,5,2025-02-22 16:44:12,0,1
11c563ff-5151-4594-a7f4-cfd412628790,Siffa Nur azizah,Pembayaran bisa lewat VA dengan cukup klik beli & bayar lebih praktis kan dan pembayaran e-commerc lebih terjamin dan mudah,5,2025-02-22 16:41:01,0,1
723a8621-c745-4fc3-9571-836521ffe9f2,Irwan Agung rizki,"Aplikasi ini kita bisa transaksi lewat bank apa saja yang kalian punya serta kalian bisa cek saldo,dan membayaran bisa lewat ini aplikasi beyond by BSI.",5,2025-02-22 16:40:35,0,0
287e47f3-86df-4f76-9fe7-807652147f93,Spencer Sanders,aplikasi bank yang sangat simpel dan memudahkan untuk kita menabung,5,2025-02-22 16:40:31,0,1
e6fd1b6b-ea0a-4153-8006-4611ff3cbbab,afgan Maulana,"""Apk ini sangat membantu saya dalam melakukan transaksi perbankan secara online. Mudah digunakan, aman, dan cepat. Saya sangat puas dengan layanan yang diberikan. Nilai 5 bintang!""",5,2025-02-22 16:40:16,0,1
fc74cbd4-fa39-436c-8341-d840773f6189,Meylani Putri Macpal,"aplikasi ini sangat memudahkan layanan finansial dan sosial dalam 1 aplikasi dengan berbagai fitur yang lengkap, saya kalo mau bayar e-commerce jadi lebih mudah berkat byond by bsi",5,2025-02-22 16:38:11,0,1
6d897a44-d51c-442a-b283-1fcd94096c5e,Aditya Adit,"Menggunakan aplikasi ini bayar e-commerce jadi lebih gampang, gak ribet emang paling oke banget ini aplikasi",5,2025-02-22 16:37:42,0,1
6e9bbea6-0fbb-4911-a446-af094659c262,Jeklin Yakadewa,Aplikasi nya bagus banget ga nyusahin sama sekali. Pokoknya aplikasi nya loginnya ga ribet jadi membantu aku banget🥰,5,2025-02-22 16:37:32,0,1
a3adee1b-ff27-4763-9baf-e21eb9a6a84c,arief Pratama,"Saya sangat senang mendownload aplikasi ini, selain berguna dan membantu, Aplikasi ini mudah dimengerti dan mudah digunakan.",5,2025-02-22 16:36:59,0,1
96756f7e-0094-4e1a-ae68-358390bc999d,Trias Pitaloka,"Aplikasinya bagus, login cepat, mempermudah pembayaran",5,2025-02-22 16:36:51,0,1
